mag,dist,mag_dist,severity,severity_dist
2.15,52,1.11,Minor 1,Micro
0.85,67,0,Micro,None
4.2,178,0.64,Light,None
0.65,43,0,Micro,None
1.89,238,0,Micro,None
0.93,23,0.47,Micro,None
1.28,215,0,Micro,None
1.4,141,0,Micro,None
1.6,62,0.36,Micro,None
1.83000004,235,0,Micro,None
5.2,2,5.16,Moderate,Moderate
1.12,186,0,Micro,None
1.99,24,1.51,Minor 1,Micro
1.87,206,0,Micro,None
2.6,34,1.92,Minor 1,Minor 1
0.99,189,0,Micro,None
0.88,73,0,Micro,None
0.95,66,0,Micro,None
1.96,105,0,Minor 1,None
1.7,72,0.26,Micro,None
1.57,219,0,Micro,None
0.59,32,0,Micro,None
1.4,198,0,Micro,None
1.41,37,0.67,Micro,None
1.5,39,0.72,Micro,None
2.26,125,0,Minor 1,None
2,225,0,Minor 1,None
4.7,59,3.52,Light,Minor 2
1.4,53,0.34,Micro,None
1.2,54,0.12,Micro,None
0.86,50,0,Micro,None
0.57,231,0,Micro,None
0.9,230,0,Micro,None
0.92,15,0.62,Micro,None
0.57,55,0,Micro,None
0.8,73,0,Micro,None
0.88,93,0,Micro,None
1.53,20,1.13,Micro,Micro
1.2,98,0,Micro,None
0.8,120,0,Micro,None
0.61,165,0,Micro,None
0.72,107,0,Micro,None
2,249,0,Minor 1,None
0.93,153,0,Micro,None
0.64,43,0,Micro,None
0.82,30,0.22,Micro,None
1.55,213,0,Micro,None
3.1,26,2.58,Minor 2,Minor 1
4.5,250,0,Light,None
0.8,157,0,Micro,None
2.1,167,0,Minor 1,None
1.82,79,0.24,Micro,None
1.47,52,0.43,Micro,None
1.2,14,0.92,Micro,Micro
0.86,139,0,Micro,None
4.5,133,1.84,Light,Micro
0.77,58,0,Micro,None
0.71,183,0,Micro,None
0.82,190,0,Micro,None
0.83,67,0,Micro,None
1.77999997,158,0,Micro,None
1.6,239,0,Micro,None
2,216,0,Minor 1,None
1.7,57,0.56,Micro,None
0.89,207,0,Micro,None
2.94,112,0.7,Minor 2,None
2.09,11,1.87,Minor 1,Micro
3,7,2.86,Minor 2,Minor 1
0.61,249,0,Micro,None
1.08,61,0,Micro,None
1.6,149,0,Micro,None
1.26,78,0,Micro,None
1.8,110,0,Micro,None
4.8,157,1.66,Light,Micro
4.3,106,2.18,Light,Minor 1
0.71,126,0,Micro,None
1,55,0,Micro,None
1.4,105,0,Micro,None
2,114,0,Minor 1,None
1.3,31,0.68,Micro,None
2,185,0,Minor 1,None
0.68,205,0,Micro,None
0.9,165,0,Micro,None
1.22,17,0.88,Micro,None
0.87,167,0,Micro,None
0.69,232,0,Micro,None
2.9,238,0,Minor 1,None
3.9,231,0,Minor 2,None
1.7,26,1.18,Micro,Micro
4,214,0,Light,None
1,127,0,Micro,None
0.73,154,0,Micro,None
0.87,97,0,Micro,None
2.07,52,1.03,Minor 1,Micro
1.63,46,0.71,Micro,None
0.68,146,0,Micro,None
1.17,47,0.23,Micro,None
1.4,147,0,Micro,None
0.86,81,0,Micro,None
1.9,88,0.14,Micro,None
1.9,51,0.88,Micro,None
0.7,32,0.06,Micro,None
1.1,224,0,Micro,None
1,158,0,Micro,None
1.8,120,0,Micro,None
1.5,70,0.1,Micro,None
0.85,113,0,Micro,None
2,165,0,Minor 1,None
2.5,245,0,Minor 1,None
0.9,219,0,Micro,None
2,68,0.64,Minor 1,None
1.5,174,0,Micro,None
3.5,121,1.08,Minor 2,Micro
2.33,100,0.33,Minor 1,None
1.66,3,1.6,Micro,Micro
1.2,163,0,Micro,None
1.4,25,0.9,Micro,None
1.1,218,0,Micro,None
1.2,166,0,Micro,None
3.2,143,0.34,Minor 2,None
1.06,250,0,Micro,None
2.7,47,1.76,Minor 1,Micro
0.83,176,0,Micro,None
1.7,144,0,Micro,None
0.52,95,0,Micro,None
1.1,17,0.76,Micro,None
2.73,247,0,Minor 1,None
0.6,4,0.52,Micro,None
0.85,70,0,Micro,None
0.74,38,0,Micro,None
1.2,234,0,Micro,None
1.08,76,0,Micro,None
1.2,106,0,Micro,None
4.2,40,3.4,Light,Minor 2
1.7,192,0,Micro,None
1.3,71,0,Micro,None
0.81,242,0,Micro,None
4.9,148,1.94,Light,Minor 1
2,80,0.4,Minor 1,None
2.46,77,0.92,Minor 1,Micro
0.99,191,0,Micro,None
3.08,14,2.8,Minor 2,Minor 1
1.8,229,0,Micro,None
4.9,9,4.72,Light,Light
1.2,189,0,Micro,None
4.5,202,0.46,Light,None
2.48,228,0,Minor 1,None
2,55,0.9,Minor 1,None
1.1,177,0,Micro,None
1.17,28,0.61,Micro,None
0.5,154,0,Micro,None
0.73,188,0,Micro,None
1.21,76,0,Micro,None
1.3,230,0,Micro,None
2.1,103,0.04,Minor 1,None
1.88,48,0.92,Micro,Micro
0.5,56,0,Micro,None
1,218,0,Micro,None
1.7,15,1.4,Micro,Micro
1.1,28,0.54,Micro,None
1.13,95,0,Micro,None
1.8,107,0,Micro,None
1.4,38,0.64,Micro,None
2.8,111,0.58,Minor 1,None
2.02,58,0.86,Minor 1,None
4.7,105,2.6,Light,Minor 1
1.16,156,0,Micro,None
1.8,38,1.04,Micro,Micro
2.11999989,57,0.97999989,Minor 1,Micro
3.1,38,2.34,Minor 2,Minor 1
1.59,15,1.29,Micro,Micro
3.2,152,0.16,Minor 2,None
1.94,155,0,Minor 1,None
2.3,173,0,Minor 1,None
1.34,85,0,Micro,None
1.8,92,0,Micro,None
0.57,10,0.37,Micro,None
4.6,117,2.26,Light,Minor 1
1.3,150,0,Micro,None
2.5,60,1.3,Minor 1,Micro
0.8,23,0.34,Micro,None
2.7,134,0.02,Minor 1,None
1.7,4,1.62,Micro,Micro
2.62,178,0,Minor 1,None
2.8,24,2.32,Minor 1,Minor 1
5.4,240,0.6,Moderate,None
2.7,241,0,Minor 1,None
2.1,161,0,Minor 1,None
1.1,225,0,Micro,None
1.58,202,0,Micro,None
2.13,82,0.49,Minor 1,None
0.8,229,0,Micro,None
1.87,147,0,Micro,None
5.1,21,4.68,Moderate,Light
1.51,11,1.29,Micro,Micro
2.1,126,0,Minor 1,None
4.7,55,3.6,Light,Minor 2
4.8,126,2.28,Light,Minor 1
1.52,69,0.14,Micro,None
1.47,214,0,Micro,None
3.5,149,0.52,Minor 2,None
1.25,38,0.49,Micro,None
1.49,53,0.43,Micro,None
2.2,59,1.02,Minor 1,Micro
2.04,12,1.8,Minor 1,Micro
2.82,205,0,Minor 1,None
0.96,88,0,Micro,None
1.6,56,0.48,Micro,None
1.5,237,0,Micro,None
2.6,28,2.04,Minor 1,Minor 1
2.13000011,189,0,Minor 1,None
4.4,219,0.02,Light,None
0.79,26,0.27,Micro,None
0.85,181,0,Micro,None
4.2,19,3.82,Light,Minor 2
1,96,0,Micro,None
1.1,149,0,Micro,None
1.23,89,0,Micro,None
0.53,237,0,Micro,None
1.2,177,0,Micro,None
2,22,1.56,Minor 1,Micro
3.4,148,0.44,Minor 2,None
2.3,70,0.9,Minor 1,None
0.88,222,0,Micro,None
0.61,47,0,Micro,None
0.65,51,0,Micro,None
2,43,1.14,Minor 1,Micro
0.9,18,0.54,Micro,None
1.6,200,0,Micro,None
1.08,107,0,Micro,None
1.43,87,0,Micro,None
2.56,130,0,Minor 1,None
0.7,236,0,Micro,None
1.12,209,0,Micro,None
4.9,73,3.44,Light,Minor 2
1.94,2,1.9,Minor 1,Micro
3.9,234,0,Minor 2,None
2.32,17,1.98,Minor 1,Minor 1
4,184,0.32,Light,None
0.82,84,0,Micro,None
4.5,62,3.26,Light,Minor 2
1.5,230,0,Micro,None
2.03,141,0,Minor 1,None
1.59000003,97,0,Micro,None
1.7,137,0,Micro,None
1.88,59,0.7,Micro,None
1.18,207,0,Micro,None
2.04999995,202,0,Minor 1,None
1.45,54,0.37,Micro,None
2.7,42,1.86,Minor 1,Micro
2.30999994,14,2.02999994,Minor 1,Minor 1
0.5,105,0,Micro,None
2.02999997,60,0.82999997,Minor 1,None
4.5,247,0,Light,None
1.69,181,0,Micro,None
0.93,56,0,Micro,None
1.1,145,0,Micro,None
0.58,31,0,Micro,None
4.2,183,0.54,Light,None
0.85,51,0,Micro,None
1.32,201,0,Micro,None
2.04,127,0,Minor 1,None
1.2,32,0.56,Micro,None
0.85,70,0,Micro,None
2.45,83,0.79,Minor 1,None
1.3,145,0,Micro,None
2.21,81,0.59,Minor 1,None
4.9,2,4.86,Light,Light
1.11,119,0,Micro,None
4.6,92,2.76,Light,Minor 1
1.73,18,1.37,Micro,Micro
0.71,199,0,Micro,None
1.37,250,0,Micro,None
1.6,136,0,Micro,None
1.1,187,0,Micro,None
4.2,17,3.86,Light,Minor 2
0.63,213,0,Micro,None
4.8,136,2.08,Light,Minor 1
1.93,120,0,Minor 1,None
0.54,201,0,Micro,None
0.84,40,0.04,Micro,None
4.5,90,2.7,Light,Minor 1
1.88999999,125,0,Micro,None
2.72,28,2.16,Minor 1,Minor 1
2.5,212,0,Minor 1,None
6.5,123,4.04,Strong,Light
0.86,2,0.82,Micro,None
1.9,228,0,Micro,None
0.85,113,0,Micro,None
5.2,5,5.1,Moderate,Moderate
1.81,175,0,Micro,None
1.1,129,0,Micro,None
0.85,200,0,Micro,None
1.2,105,0,Micro,None
1.03,59,0,Micro,None
1.5,31,0.88,Micro,None
2.61,125,0.11,Minor 1,None
2.01,19,1.63,Minor 1,Micro
1.90999997,112,0,Minor 1,None
0.81,19,0.43,Micro,None
3.15,4,3.07,Minor 2,Minor 2
2.9,116,0.58,Minor 1,None
0.86,180,0,Micro,None
1.84,200,0,Micro,None
1.47,82,0,Micro,None
0.74,234,0,Micro,None
0.67,126,0,Micro,None
0.74,204,0,Micro,None
0.72,178,0,Micro,None
4.5,232,0,Light,None
0.88,96,0,Micro,None
0.52,53,0,Micro,None
4.6,209,0.42,Light,None
0.82,237,0,Micro,None
0.74,13,0.48,Micro,None
0.55,240,0,Micro,None
1.1,44,0.22,Micro,None
0.9,221,0,Micro,None
0.92,129,0,Micro,None
1.15,21,0.73,Micro,None
2.2,52,1.16,Minor 1,Micro
1.4,44,0.52,Micro,None
0.79,214,0,Micro,None
2.16,144,0,Minor 1,None
2.21,3,2.15,Minor 1,Minor 1
4.5,18,4.14,Light,Light
0.88,148,0,Micro,None
4.7,203,0.64,Light,None
1.2,124,0,Micro,None
1.53,21,1.11,Micro,Micro
1.9,83,0.24,Micro,None
0.9,209,0,Micro,None
0.6,6,0.48,Micro,None
2,158,0,Minor 1,None
2.01999998,139,0,Minor 1,None
2.4,126,0,Minor 1,None
0.77,60,0,Micro,None
1.6,75,0.1,Micro,None
4.9,124,2.42,Light,Minor 1
0.77,99,0,Micro,None
1.4,107,0,Micro,None
1.9,238,0,Micro,None
0.86,159,0,Micro,None
0.93,129,0,Micro,None
0.85,207,0,Micro,None
4.5,163,1.24,Light,Micro
1.92,226,0,Minor 1,None
2.4,244,0,Minor 1,None
0.88,123,0,Micro,None
0.57,19,0.19,Micro,None
4,165,0.7,Light,None
1.56,190,0,Micro,None
2.47,84,0.79,Minor 1,None
4.9,155,1.8,Light,Micro
2.49,37,1.75,Minor 1,Micro
0.91,39,0.13,Micro,None
1.58,212,0,Micro,None
1.65,115,0,Micro,None
0.95,141,0,Micro,None
0.97,38,0.21,Micro,None
1.44,182,0,Micro,None
1.24,120,0,Micro,None
0.54,4,0.46,Micro,None
1.1,130,0,Micro,None
1.1,121,0,Micro,None
1.1,125,0,Micro,None
1.02,188,0,Micro,None
4.1,130,1.5,Light,Micro
0.84,109,0,Micro,None
1.9,43,1.04,Micro,Micro
4.9,175,1.4,Light,Micro
0.8,52,0,Micro,None
1.3,105,0,Micro,None
2.5,107,0.36,Minor 1,None
1.5,82,0,Micro,None
1.1,71,0,Micro,None
1.3,54,0.22,Micro,None
0.85,207,0,Micro,None
2.4,52,1.36,Minor 1,Micro
0.9,109,0,Micro,None
1.38,236,0,Micro,None
2.58,196,0,Minor 1,None
0.67,37,0,Micro,None
1.6,158,0,Micro,None
1.09,29,0.51,Micro,None
2.4,211,0,Minor 1,None
2.8,214,0,Minor 1,None
5,92,3.16,Moderate,Minor 2
3.1,170,0,Minor 2,None
2.3,135,0,Minor 1,None
4.2,200,0.2,Light,None
2.2,106,0.08,Minor 1,None
1.5,144,0,Micro,None
1.9,214,0,Micro,None
1.3,104,0,Micro,None
2.26,80,0.66,Minor 1,None
4.6,119,2.22,Light,Minor 1
0.76,48,0,Micro,None
4.6,174,1.12,Light,Micro
1.2,226,0,Micro,None
1.4,169,0,Micro,None
0.88,209,0,Micro,None
3.82,207,0,Minor 2,None
1.23,214,0,Micro,None
1.9,73,0.44,Micro,None
3.3,158,0.14,Minor 2,None
1.08,160,0,Micro,None
1.01,76,0,Micro,None
0.88,2,0.84,Micro,None
2.3900001,43,1.5300001,Minor 1,Micro
1,31,0.38,Micro,None
3.8,247,0,Minor 2,None
4.5,113,2.24,Light,Minor 1
1.35,123,0,Micro,None
0.58,210,0,Micro,None
1.4,68,0.04,Micro,None
2.42,222,0,Minor 1,None
2,196,0,Minor 1,None
1,42,0.16,Micro,None
1.1,37,0.36,Micro,None
2.75,190,0,Minor 1,None
0.5,200,0,Micro,None
2.07,169,0,Minor 1,None
0.82,186,0,Micro,None
1.87,5,1.77,Micro,Micro
2.4,115,0.1,Minor 1,None
4.5,237,0,Light,None
2.19000006,31,1.57000006,Minor 1,Micro
1.62,209,0,Micro,None
2.14,58,0.98,Minor 1,Micro
0.84,19,0.46,Micro,None
3.5,226,0,Minor 2,None
1.19,39,0.41,Micro,None
0.92,82,0,Micro,None
0.9,138,0,Micro,None
2.7,41,1.88,Minor 1,Micro
3.1,21,2.68,Minor 2,Minor 1
4,55,2.9,Light,Minor 1
4.4,155,1.3,Light,Micro
0.98,36,0.26,Micro,None
1.84,82,0.2,Micro,None
1.4,56,0.28,Micro,None
1.45,224,0,Micro,None
3.7,155,0.6,Minor 2,None
3.6,147,0.66,Minor 2,None
1.98,207,0,Minor 1,None
1.79,246,0,Micro,None
3.5,220,0,Minor 2,None
0.97,225,0,Micro,None
0.8,15,0.5,Micro,None
1.02,95,0,Micro,None
0.5,156,0,Micro,None
1.39,161,0,Micro,None
4.9,223,0.44,Light,None
1.3,32,0.66,Micro,None
1.7,148,0,Micro,None
1.4,196,0,Micro,None
1.5,84,0,Micro,None
1.3,80,0,Micro,None
0.71,84,0,Micro,None
2.8,187,0,Minor 1,None
1.8,7,1.66,Micro,Micro
1.88,186,0,Micro,None
1.5,172,0,Micro,None
4,126,1.48,Light,Micro
2.3,234,0,Minor 1,None
2,190,0,Minor 1,None
1.12,231,0,Micro,None
1.43,178,0,Micro,None
2.52,216,0,Minor 1,None
2.08,146,0,Minor 1,None
1.01,91,0,Micro,None
2.39,178,0,Minor 1,None
3.3,146,0.38,Minor 2,None
1.07,129,0,Micro,None
4.9,114,2.62,Light,Minor 1
1.4,178,0,Micro,None
0.7,47,0,Micro,None
0.96,145,0,Micro,None
3.5,119,1.12,Minor 2,Micro
2.33,163,0,Minor 1,None
4.5,113,2.24,Light,Minor 1
0.99,228,0,Micro,None
1.94000006,180,0,Minor 1,None
1.19,54,0.11,Micro,None
0.53,105,0,Micro,None
0.88,226,0,Micro,None
4.8,58,3.64,Light,Minor 2
2.5,57,1.36,Minor 1,Micro
1.08,55,0,Micro,None
1.81,117,0,Micro,None
1.56,226,0,Micro,None
2.3,121,0,Minor 1,None
2.06,247,0,Minor 1,None
4.1,185,0.4,Light,None
0.8,90,0,Micro,None
2.5,150,0,Minor 1,None
1.6,208,0,Micro,None
0.94,158,0,Micro,None
2.25,234,0,Minor 1,None
4.4,219,0.02,Light,None
3.5,145,0.6,Minor 2,None
0.79,135,0,Micro,None
0.61,101,0,Micro,None
1.81,55,0.71,Micro,None
1.73,61,0.51,Micro,None
0.95,223,0,Micro,None
0.96,182,0,Micro,None
1.4,147,0,Micro,None
4.2,12,3.96,Light,Light
2.35,150,0,Minor 1,None
1.2,214,0,Micro,None
1.76,214,0,Micro,None
1.1,196,0,Micro,None
1.1,51,0.08,Micro,None
2.5,73,1.04,Minor 1,Micro
1.1,19,0.72,Micro,None
0.9,131,0,Micro,None
0.99,182,0,Micro,None
2.7,103,0.64,Minor 1,None
1.2,211,0,Micro,None
0.96,245,0,Micro,None
1.2,159,0,Micro,None
1.6,34,0.92,Micro,Micro
1.85,119,0,Micro,None
1,100,0,Micro,None
1.4,182,0,Micro,None
2.57,65,1.27,Minor 1,Micro
1.2,13,0.94,Micro,Micro
1.1,147,0,Micro,None
2,148,0,Minor 1,None
1.6,141,0,Micro,None
1.47,17,1.13,Micro,Micro
2.4,119,0.02,Minor 1,None
1.1,207,0,Micro,None
1.53,244,0,Micro,None
1.56,198,0,Micro,None
1.5,142,0,Micro,None
2.04,88,0.28,Minor 1,None
1.17,249,0,Micro,None
1.67,28,1.11,Micro,Micro
1.7,96,0,Micro,None
4.2,132,1.56,Light,Micro
2.1,16,1.78,Minor 1,Micro
0.75,83,0,Micro,None
1.5,134,0,Micro,None
1.98,71,0.56,Minor 1,None
3.58,190,0,Minor 2,None
1.88,245,0,Micro,None
5.2,63,3.94,Moderate,Light
2.3,212,0,Minor 1,None
1.4,36,0.68,Micro,None
4.6,21,4.18,Light,Light
1,67,0,Micro,None
1.12,245,0,Micro,None
0.77,107,0,Micro,None
1.26,140,0,Micro,None
1.6,3,1.54,Micro,Micro
1.16,197,0,Micro,None
1.82,250,0,Micro,None
0.7,167,0,Micro,None
1.17,95,0,Micro,None
1.7,41,0.88,Micro,None
1.51,79,0,Micro,None
1.69,237,0,Micro,None
1.04,227,0,Micro,None
1.62,14,1.34,Micro,Micro
2.75,65,1.45,Minor 1,Micro
2.2,55,1.1,Minor 1,Micro
0.85,228,0,Micro,None
4.4,40,3.6,Light,Minor 2
4.4,144,1.52,Light,Micro
4.7,36,3.98,Light,Light
4,166,0.68,Light,None
4.3,96,2.38,Light,Minor 1
4.8,86,3.08,Light,Minor 2
0.87,216,0,Micro,None
0.98,57,0,Micro,None
1.65,228,0,Micro,None
0.94,217,0,Micro,None
0.76,245,0,Micro,None
2.08,98,0.12,Minor 1,None
1.7,13,1.44,Micro,Micro
1.53,166,0,Micro,None
0.81,224,0,Micro,None
4.2,45,3.3,Light,Minor 2
2.03,115,0,Minor 1,None
1.3,248,0,Micro,None
0.96,211,0,Micro,None
0.94,79,0,Micro,None
1.26,31,0.64,Micro,None
5.3,169,1.92,Moderate,Minor 1
1.61,51,0.59,Micro,None
1.39,189,0,Micro,None
1.64,208,0,Micro,None
0.85,153,0,Micro,None
0.62,174,0,Micro,None
4.4,46,3.48,Light,Minor 2
3.51,190,0,Minor 2,None
1.5,95,0,Micro,None
1.73,13,1.47,Micro,Micro
0.85,122,0,Micro,None
0.77,137,0,Micro,None
2.29,156,0,Minor 1,None
0.62,70,0,Micro,None
4.3,3,4.24,Light,Light
1.2,67,0,Micro,None
2.08999991,140,0,Minor 1,None
1.5,240,0,Micro,None
4.7,219,0.32,Light,None
4.3,175,0.8,Light,None
1.3,173,0,Micro,None
5.3,153,2.24,Moderate,Minor 1
1.21,49,0.23,Micro,None
1.24,64,0,Micro,None
4.4,126,1.88,Light,Micro
1.96,199,0,Minor 1,None
1.1,214,0,Micro,None
1.44,222,0,Micro,None
0.98,74,0,Micro,None
1.32,76,0,Micro,None
1.54,141,0,Micro,None
1.2,140,0,Micro,None
1.3,215,0,Micro,None
4.4,244,0,Light,None
1.83,68,0.47,Micro,None
4.1,113,1.84,Light,Micro
1.54,37,0.8,Micro,None
1.81,66,0.49,Micro,None
5.5,130,2.9,Moderate,Minor 1
1.3,26,0.78,Micro,None
4.4,185,0.7,Light,None
0.86,20,0.46,Micro,None
1.4,171,0,Micro,None
0.5,204,0,Micro,None
1.67,132,0,Micro,None
4.7,157,1.56,Light,Micro
0.87,60,0,Micro,None
2.1,116,0,Minor 1,None
4.8,89,3.02,Light,Minor 2
1.37,199,0,Micro,None
1.55,166,0,Micro,None
1.77,226,0,Micro,None
1.76,65,0.46,Micro,None
2.22,140,0,Minor 1,None
2.24,231,0,Minor 1,None
1.51,246,0,Micro,None
0.9,191,0,Micro,None
4.6,162,1.36,Light,Micro
1.88,172,0,Micro,None
0.85,155,0,Micro,None
2.51,112,0.27,Minor 1,None
1.74000001,239,0,Micro,None
1.3,44,0.42,Micro,None
0.99,130,0,Micro,None
1.2,110,0,Micro,None
1.5,1,1.48,Micro,Micro
2.01999998,186,0,Minor 1,None
2.12,24,1.64,Minor 1,Micro
1.81,108,0,Micro,None
1.7,61,0.48,Micro,None
1.15,154,0,Micro,None
1.32,100,0,Micro,None
2.62,15,2.32,Minor 1,Minor 1
2.52,186,0,Minor 1,None
3.3,8,3.14,Minor 2,Minor 2
0.78,118,0,Micro,None
0.62,249,0,Micro,None
2.2,223,0,Minor 1,None
1.15,239,0,Micro,None
0.65,201,0,Micro,None
0.51,194,0,Micro,None
0.65,176,0,Micro,None
1.42,47,0.48,Micro,None
1.19,172,0,Micro,None
0.72,10,0.52,Micro,None
2.00999999,72,0.56999999,Minor 1,None
2,232,0,Minor 1,None
4.1,235,0,Light,None
2,19,1.62,Minor 1,Micro
1.2,221,0,Micro,None
0.7,237,0,Micro,None
1.3,170,0,Micro,None
0.96,26,0.44,Micro,None
4.4,142,1.56,Light,Micro
1.4,153,0,Micro,None
0.61,136,0,Micro,None
0.63,33,0,Micro,None
4.2,188,0.44,Light,None
1,67,0,Micro,None
0.85,101,0,Micro,None
1.5,193,0,Micro,None
1.8,49,0.82,Micro,None
1.35,119,0,Micro,None
2.56,11,2.34,Minor 1,Minor 1
1.8,79,0.22,Micro,None
0.77,201,0,Micro,None
1.5,190,0,Micro,None
0.7,225,0,Micro,None
1.2,67,0,Micro,None
0.87,200,0,Micro,None
1.9,34,1.22,Micro,Micro
1.78,148,0,Micro,None
1.5,177,0,Micro,None
1.2,159,0,Micro,None
2.54,133,0,Minor 1,None
0.85,18,0.49,Micro,None
0.96,117,0,Micro,None
2.09,123,0,Minor 1,None
1,42,0.16,Micro,None
1.48,120,0,Micro,None
1.2,221,0,Micro,None
1.2,249,0,Micro,None
1.53,113,0,Micro,None
1.5,60,0.3,Micro,None
1.63,219,0,Micro,None
2.47,229,0,Minor 1,None
0.91,167,0,Micro,None
0.9,13,0.64,Micro,None
1.53,23,1.07,Micro,Micro
1.63,222,0,Micro,None
1.17,129,0,Micro,None
0.55,56,0,Micro,None
1.4,66,0.08,Micro,None
1.2,116,0,Micro,None
1.73,155,0,Micro,None
0.8,81,0,Micro,None
4.5,177,0.96,Light,Micro
1.7,204,0,Micro,None
5.1,82,3.46,Moderate,Minor 2
4.6,184,0.92,Light,Micro
2.2,245,0,Minor 1,None
4,245,0,Light,None
2.36,186,0,Minor 1,None
2.45,220,0,Minor 1,None
4.7,142,1.86,Light,Micro
1.4,8,1.24,Micro,Micro
0.85,225,0,Micro,None
1.63,105,0,Micro,None
1.3,31,0.68,Micro,None
1.85000002,197,0,Micro,None
1.46,158,0,Micro,None
2.9,17,2.56,Minor 1,Minor 1
1.54,3,1.48,Micro,Micro
1.61,70,0.21,Micro,None
1.73000002,57,0.59000002,Micro,None
2.25,10,2.05,Minor 1,Minor 1
1.97,132,0,Minor 1,None
1.5,65,0.2,Micro,None
2.55,74,1.07,Minor 1,Micro
1.01,60,0,Micro,None
5.5,180,1.9,Moderate,Micro
0.54,230,0,Micro,None
1.96000004,242,0,Minor 1,None
1.82,27,1.28,Micro,Micro
1.4,137,0,Micro,None
4.7,158,1.54,Light,Micro
5.3,56,4.18,Moderate,Light
1.98000002,146,0,Minor 1,None
1.15,162,0,Micro,None
0.87,77,0,Micro,None
0.63,4,0.55,Micro,None
2.91,166,0,Minor 2,None
2.25,205,0,Minor 1,None
1.54,150,0,Micro,None
1.3,133,0,Micro,None
4.8,250,0,Light,None
1.99000001,157,0,Minor 1,None
2.67,211,0,Minor 1,None
1,28,0.44,Micro,None
1.05,122,0,Micro,None
0.85,169,0,Micro,None
1.9,45,1,Micro,Micro
4.4,94,2.52,Light,Minor 1
1.8,53,0.74,Micro,None
1.4,219,0,Micro,None
1.3,78,0,Micro,None
2,80,0.4,Minor 1,None
4.9,57,3.76,Light,Minor 2
1.9,10,1.7,Micro,Micro
2.47,4,2.39,Minor 1,Minor 1
0.5,155,0,Micro,None
0.77,91,0,Micro,None
2.23,234,0,Minor 1,None
0.96,5,0.86,Micro,None
2.1,181,0,Minor 1,None
2.1,175,0,Minor 1,None
0.85,163,0,Micro,None
4.4,202,0.36,Light,None
0.51,237,0,Micro,None
2.65,101,0.63,Minor 1,None
1.44,163,0,Micro,None
2,120,0,Minor 1,None
4.6,127,2.06,Light,Minor 1
0.79,83,0,Micro,None
4.4,141,1.58,Light,Micro
1.8,130,0,Micro,None
0.9,102,0,Micro,None
0.8,98,0,Micro,None
2.4,180,0,Minor 1,None
0.71,172,0,Micro,None
2.44000006,53,1.38000006,Minor 1,Micro
0.93,223,0,Micro,None
0.7,33,0.04,Micro,None
1.36,3,1.3,Micro,Micro
2.02,242,0,Minor 1,None
1.9,199,0,Micro,None
1.2,233,0,Micro,None
2,131,0,Minor 1,None
1.1,242,0,Micro,None
1.2,202,0,Micro,None
2.04,193,0,Minor 1,None
1.66,101,0,Micro,None
4.7,247,0,Light,None
0.7,225,0,Micro,None
2.2,194,0,Minor 1,None
1,223,0,Micro,None
2,236,0,Minor 1,None
1.74,61,0.52,Micro,None
2.9,155,0,Minor 1,None
0.95,208,0,Micro,None
4.5,230,0,Light,None
1.72,154,0,Micro,None
2.23,2,2.19,Minor 1,Minor 1
2.23,152,0,Minor 1,None
1.8,75,0.3,Micro,None
3.46,188,0,Minor 2,None
1.42,136,0,Micro,None
1.49,225,0,Micro,None
1.93,49,0.95,Minor 1,Micro
1.55,242,0,Micro,None
2.35,135,0,Minor 1,None
5.6,121,3.18,Moderate,Minor 2
0.91,130,0,Micro,None
1.31,192,0,Micro,None
4.5,115,2.2,Light,Minor 1
1.47,132,0,Micro,None
0.51,195,0,Micro,None
1.3,27,0.76,Micro,None
0.84,10,0.64,Micro,None
2.9,138,0.14,Minor 1,None
2.3,128,0,Minor 1,None
1.98000002,106,0,Minor 1,None
3.43,10,3.23,Minor 2,Minor 2
3.84,145,0.94,Minor 2,Micro
3.7,136,0.98,Minor 2,Micro
4.3,158,1.14,Light,Micro
2.2,161,0,Minor 1,None
1.16,245,0,Micro,None
1.87,77,0.33,Micro,None
2.3,245,0,Minor 1,None
1.58,247,0,Micro,None
2.4,25,1.9,Minor 1,Micro
1.71,192,0,Micro,None
2.1,24,1.62,Minor 1,Micro
1.28,53,0.22,Micro,None
5.2,138,2.44,Moderate,Minor 1
0.51,215,0,Micro,None
2.2,91,0.38,Minor 1,None
1.92,190,0,Minor 1,None
1.7,197,0,Micro,None
4.9,219,0.52,Light,None
2.2,75,0.7,Minor 1,None
4.05,25,3.55,Light,Minor 2
1.05,212,0,Micro,None
1.01,74,0,Micro,None
1.56,198,0,Micro,None
0.69,16,0.37,Micro,None
2.8,245,0,Minor 1,None
1.36,143,0,Micro,None
1.47,157,0,Micro,None
2.72,146,0,Minor 1,None
1.8,138,0,Micro,None
1.39,83,0,Micro,None
1.06,98,0,Micro,None
0.85,33,0.19,Micro,None
4.3,180,0.7,Light,None
1.77,113,0,Micro,None
1.1,56,0,Micro,None
0.7,179,0,Micro,None
0.9,192,0,Micro,None
0.7,124,0,Micro,None
1.6,71,0.18,Micro,None
2.76,246,0,Minor 1,None
1.51,77,0,Micro,None
1.72,48,0.76,Micro,None
1.06,76,0,Micro,None
2.42,147,0,Minor 1,None
4.2,103,2.14,Light,Minor 1
0.74,124,0,Micro,None
4.5,64,3.22,Light,Minor 2
4.8,34,4.12,Light,Light
